,Block,Latitude,Longitude,zip
11052,012XX W 13TH ST,41.86522537,-87.657388793,60607
11053,019XX W 35TH ST,41.830396325,-87.67458251,60632
11055,035XX W PETERSON AVE,41.99027271,-87.71814072299999,60659
11056,022XX N SEELEY AVE,41.921681529000004,-87.67899810600001,60647
11058,050XX W CONGRESS PKWY,41.873979339,-87.752115655,60644
11059,048XX S WABASH AVE,41.806891954,-87.624393329,60653
11060,097XX S JEFFERY AVE,41.718318926,-87.57525608200001,60617
11061,015XX N KOLIN AVE,41.908351299,-87.735073875,60651
11062,021XX N KILPATRICK AVE,41.919334724,-87.74375665299999,60639
11063,010XX W MONTROSE AVE,41.961754751,-87.656648941,60640
11064,005XX N MONTICELLO AVE,41.890903302,-87.717402015,60624
11066,010XX W ROSCOE ST,41.943544683,-87.655804975,60657
11067,086XX S EAST END AVE,41.737476814000004,-87.58275808,60619
11068,037XX W BELMONT AVE,41.939165312,-87.721359403,60618
11069,011XX S ST LOUIS AVE,41.867010143,-87.71300184799999,60624
11071,013XX W BALMORAL AVE,41.979905527,-87.664246421,60660
11072,058XX S WESTERN AVE,41.787676835,-87.683864384,60636
11077,049XX W SCHUBERT AVE,41.929678008,-87.74972139200001,60639
11081,004XX N GREEN ST,41.890503728,-87.648774339,60654
11082,002XX E 71ST ST,41.765621398,-87.619642779,60637
11084,029XX N NARRAGANSETT AVE,41.933606964,-87.78577570600001,60707
11087,009XX E 93RD ST,41.725742815,-87.602013328,60619
11089,036XX N SACRAMENTO AVE,41.947108943,-87.702936832,60618
11090,002XX E 84TH ST,41.741914871,-87.61900029700001,60619
11091,011XX W CHICAGO AVE,41.896261177,-87.65572097,60642
11092,083XX S ASHLAND AVE,41.742433848000005,-87.663236494,60620
11094,022XX W POLK ST,41.871377173,-87.682911303,60612
11096,003XX N CLARK ST,41.888766628,-87.63105063,60602
11101,035XX W WOLFRAM ST,41.932852120999996,-87.714936846,60647
11104,026XX N CLARK ST,41.930283598,-87.64364889,60614
11105,022XX W 101ST ST,41.710066164000004,-87.67825896299999,60643
11110,065XX W BRYN MAWR AVE,41.98287878,-87.791440835,60656
11112,031XX N ASHLAND AVE,41.938490648,-87.668619599,60657
11116,054XX S LOCKWOOD AVE,41.794056041,-87.755009262,60638
11118,004XX W 102ND ST,41.708861852,-87.634543004,60643
11120,049XX W WELLINGTON AVE,41.935142198,-87.74980756299999,60641
11121,033XX N PULASKI RD,41.941781703000004,-87.727266856,60641
11122,035XX S RACINE AVE,41.83006145,-87.655700423,60609
11125,004XX N MC CLURG CT,41.890064174,-87.61763856299999,60601
11127,003XX W 108TH PL,41.697042233000005,-87.63142308100001,60628
11128,030XX W 39TH PL,41.821767828,-87.700359595,60632
11131,009XX N LONG AVE,41.896975411,-87.760711524,60651
11133,055XX W LAKE ST,41.887739656,-87.76374672799999,60644
11134,068XX S RACINE AVE,41.769983272,-87.65424724200001,60621
11135,056XX W MONTROSE AVE,41.960480764,-87.767592314,60630
11136,028XX W FULLERTON AVE,41.92480533,-87.697717952,60647
11137,054XX S DORCHESTER AVE,41.796968223,-87.59172773600001,60615
11139,115XX S MICHIGAN AVE,41.684992236999996,-87.62077983100001,60628
11141,041XX W BELMONT AVE,41.939051689,-87.730486696,60641
11144,004XX W DICKENS AVE,41.920130785,-87.63968334,60614
11146,028XX W 85TH PL,41.738538958,-87.69393379899999,60652
11152,022XX N SAWYER AVE,41.921906577,-87.709067825,60647
11154,054XX N BROADWAY,41.980426688,-87.659982016,60660
11155,048XX N SHERIDAN RD,41.970308806999995,-87.654852159,60640
11156,061XX S EBERHART AVE,41.783419559,-87.61327461,60637
11158,001XX W GOETHE ST,41.905772962,-87.631999408,60610
11159,047XX W ADDISON ST,41.94615313,-87.745185825,60641
11163,016XX N CLARK ST,41.911669895,-87.631931184,60610
11165,049XX W HURON ST,41.893130275,-87.749180085,60651
11179,051XX N WINTHROP AVE,41.975570342,-87.657797212,60660
11181,019XX E 93RD ST,41.726093865,-87.57696703100001,60617
11182,021XX N HARLEM AVE,41.918836537,-87.80608870799999,60707
11183,025XX S WESTERN AVE,41.845968863,-87.685473571,60608
11184,007XX W WILLOW ST,41.913861315,-87.646254251,60614
11185,076XX S EGGLESTON AVE,41.755779826,-87.63564322399999,60620
11188,077XX S COTTAGE GROVE AVE,41.754029881,-87.60527290200001,60619
11190,018XX W 80TH ST,41.748465764,-87.66889417600001,60620
11193,022XX S CENTRAL PARK AVE,41.850486567,-87.714963686,60623
11195,031XX W FOSTER AVE,41.975760819,-87.706872538,60625
11197,027XX W GLADYS AVE,41.876723264,-87.69469897200001,60612
11199,045XX W BRYN MAWR AVE,41.982619955,-87.742323561,60630
11200,016XX N MOBILE AVE,41.909660213,-87.783357314,60639
11202,040XX W CORTLAND ST,41.915330674,-87.72737388700001,60651
11204,060XX S KILDARE AVE,41.783434435,-87.73022700700001,60629
11205,059XX W 64TH PL,41.775167212,-87.76995338799999,60638
11206,061XX S EVANS AVE,41.783074237,-87.607243343,60637
11207,058XX S CLAREMONT AVE,41.787449357,-87.682462296,60636
11210,053XX W DAKIN ST,41.952315964,-87.760245869,60641
11212,027XX S MICHIGAN AVE,41.843927597,-87.62334237399999,60616
11216,082XX S EXCHANGE AVE,41.746034185999996,-87.552785975,60617
11217,009XX S MICHIGAN AVE,41.870389849,-87.62413639,60605
11221,005XX E 38TH ST,41.825705592,-87.61362649700001,60653
11224,002XX S DEARBORN ST,41.87900312,-87.629339891,60603
11227,042XX N SHERIDAN RD,41.959086698,-87.65467341,60613
11230,043XX W KAMERLING AVE,41.905253576999996,-87.73464727700001,60651
11231,048XX S KOLIN AVE,41.805329874,-87.73208302200001,60632
11232,037XX W WABANSIA AVE,41.911771660999996,-87.720698991,60647
11233,090XX S PRINCETON AVE,41.729307846,-87.63107561700001,60619
11235,0000X S WACKER DR,41.881592273,-87.63675863799999,60606
11237,047XX S DREXEL BLVD,41.80895651,-87.604361519,60615
11240,079XX S PAXTON AVE,41.751214876,-87.571098146,60649
11241,053XX W SCHUBERT AVE,41.929544559,-87.75972577299999,60639
11244,017XX N CAMPBELL AVE,41.912966144,-87.68973063799999,60647
11245,008XX S OAKLEY BLVD,41.870895936,-87.683705568,60612
11246,025XX W CATALPA AVE,41.981325620999996,-87.69336054200001,60659
11249,057XX W HURON ST,41.892887154,-87.768604225,60644
11250,058XX S JUSTINE ST,41.78827445,-87.663206679,60636
11251,015XX W 87TH ST,41.73579532,-87.66275959,60620
11252,085XX S KEATING AVE,41.737678775999996,-87.739741945,60456
11254,045XX S WHIPPLE ST,41.811158744000004,-87.700412698,60632
11256,103XX S MORGAN ST,41.705587277,-87.647655965,60643
11257,047XX N CLARK ST,41.968090486,-87.667333848,60640
11258,018XX E 85TH ST,41.740651813,-87.578961714,60619
11259,075XX S GREEN ST,41.757238398,-87.645424172,60620
11261,077XX S STEWART AVE,41.754251875,-87.634391715,60619
11262,009XX W WEBSTER AVE,41.921751279,-87.65275794700001,60614
11264,002XX E MARQUETTE RD,41.772891126,-87.61965751,60637
11265,050XX S DAMEN AVE,41.802412695,-87.674539131,60609
11266,045XX N KILDARE AVE,41.963280315,-87.735725856,60641
11267,057XX S HERMITAGE AVE,41.789631226,-87.668117224,60636
11268,020XX W 69TH PL,41.767520706,-87.67483024799999,60636
11271,044XX S STATE ST,41.814131573000004,-87.626210017,60653
11272,035XX W IRVING PARK RD,41.95380872,-87.71628203799999,60618
11274,023XX W HIRSCH ST,41.906679224,-87.68633324299999,60622
11276,055XX S KEELER AVE,41.792374806,-87.7280383,60629
11278,066XX N SEELEY AVE,42.002040505,-87.68147187,60645
11285,072XX S PERRY AVE,41.762682352,-87.628102066,60621
11289,026XX W CATALPA AVE,41.981314702,-87.695343041,60659
11292,044XX N MARMORA AVE,41.961044691,-87.77459519700001,60630
11294,018XX S WESTERN AVE,41.856846003,-87.685763915,60608
11296,029XX N DAMEN AVE,41.934725736,-87.678195899,60657
11300,006XX S FINANCIAL PL,41.873907816999996,-87.63260490399999,60603
11303,034XX W BELMONT AVE,41.939266315,-87.713077565,60618
11304,051XX W ALTGELD ST,41.925980775999996,-87.754995251,60639
11307,007XX S HOMAN AVE,41.872497397,-87.710742126,60624
11311,056XX S KENWOOD AVE,41.79300161,-87.59325497399999,60637
11313,065XX N FAIRFIELD AVE,41.99995149,-87.69848638100001,60659
11316,031XX S RIDGEWAY AVE,41.836329974,-87.71823014299999,60623
11321,030XX W 55TH ST,41.793596199,-87.69907831,60629
11325,043XX W 25TH ST,41.845970578,-87.732223814,60623
11326,007XX E 43RD ST,41.816784938000005,-87.608542842,60653
11327,058XX S THROOP ST,41.787580196,-87.657127013,60636
11328,032XX W 71ST ST,41.764376776999995,-87.70340186700001,60652
11330,053XX S MORGAN ST,41.797143568,-87.650091532,60609
11331,011XX W CERMAK RD,41.852541515,-87.653220514,60607
11333,084XX S KINGSTON AVE,41.74205425,-87.562438056,60617
11334,026XX E 78TH ST,41.753635646,-87.55923932700001,60649
11338,120XX S DOTY AVE E,41.675256442,-87.600875726,60628
11339,050XX S BISHOP ST,41.802639828000004,-87.661164501,60609
11340,014XX N MAPLEWOOD AVE,41.907310953,-87.690830761,60622
11342,026XX W 60TH ST,41.784654734,-87.689112513,60629
11343,047XX N KEDZIE AVE,41.967437975,-87.708443315,60625
11345,095XX S DR MARTIN LUTHER KING JR DR,41.721439376,-87.61413183299999,60619
11347,028XX E 130TH ST,41.659183719,-87.553861272,60633
11348,127XX S EXCHANGE AVE,41.663152983,-87.551979879,60633
11349,027XX E 128TH ST,41.662851308,-87.557275465,60633
11351,086XX S CONSTANCE AVE,41.738368603000005,-87.579387811,60619
11354,031XX N PAULINA ST,41.939007018000005,-87.671073125,60657
11358,053XX N CENTRAL AVE,41.978580176,-87.768425132,60630
11359,028XX W 71ST ST,41.764530483,-87.693474202,60629
11360,003XX W CHESTNUT ST,41.898160974,-87.63749688600001,60610
11363,016XX N AUSTIN AVE,41.909986063000005,-87.775246415,60639
11364,016XX N MERRIMAC AVE,41.910118996,-87.78174424299999,60639
11367,023XX W LAWRENCE AVE,41.968616546999996,-87.688825111,60625
11368,064XX N HOYNE AVE,41.998399825,-87.68259062,60645
11370,003XX S LOOMIS ST,41.876898231999995,-87.661866699,60607
11371,046XX S TRUMBULL AVE,41.809319029,-87.709754985,60632
11373,046XX W 59TH ST,41.785574176,-87.73849368799999,60638
11374,069XX W 64TH ST,41.77565099,-87.79472122600001,60638
11378,005XX N LAWLER AVE,41.88989959,-87.751743655,60644
11380,069XX W George St,41.932645459,-87.80013524399999,60707
11382,060XX N MARMORA AVE,41.990771288000005,-87.775438836,60646
11383,031XX N OLCOTT AVE,41.936852958,-87.814037143,60634
11384,013XX S KEDVALE AVE,41.86378192,-87.72877132,60624
11386,001XX W ERIE ST,41.894017405,-87.63212068600001,60654
11387,028XX N NEENAH AVE,41.931683922,-87.789379009,60707
11388,032XX W 26TH ST,41.844514992,-87.705343247,60623
11390,068XX S LAFAYETTE AVE,41.77037701,-87.626705427,60621
11396,021XX N MELVINA AVE,41.918965541999995,-87.780422469,60639
11397,036XX W DIVERSEY AVE,41.931885873,-87.718974049,60647
11398,112XX S STATE ST,41.690234158,-87.623035906,60628
11399,092XX S BLACKSTONE AVE,41.727051806999995,-87.587912885,60619
11404,024XX S ARCHER AVE,41.848012963,-87.64484158100001,60616
11408,021XX W FARGO AVE,42.016488261999996,-87.683340945,60645
11410,091XX S JUSTINE ST,41.727887749000004,-87.66161458799999,60620
11411,064XX N WESTERN AVE,41.99818307,-87.689899071,60659
11413,045XX N HAMLIN AVE,41.964091611,-87.72301821,60625
11414,030XX N MAJOR AVE,41.935629704,-87.768826376,60639
11415,064XX S WOOD ST,41.776985318,-87.669028825,60636
11418,050XX S DORCHESTER AVE,41.803950638,-87.59187828799999,60615
11420,046XX W ERIE ST,41.892326839,-87.742330294,60651
11421,022XX W ARMITAGE AVE,41.917640586,-87.683577079,60647
11422,065XX S MOZART ST,41.774679115,-87.694498826,60629
11423,022XX W FULLERTON AVE,41.924952658,-87.683833611,60647
11427,006XX W OHIO ST,41.892280591,-87.645324984,60654
11429,042XX W HARRISON ST,41.87338006,-87.73061954200001,60624
11431,075XX S SANGAMON ST,41.756937258,-87.647842662,60620
11433,013XX W ARDMORE AVE,41.988103054,-87.663881035,60660
11437,024XX S ST LOUIS AVE,41.84706449,-87.712423829,60623
11438,066XX S KEDZIE AVE,41.772201212,-87.702980719,60629
11441,024XX E 93RD ST,41.726260749,-87.56407389600001,60617
11442,001XX E 35TH ST,41.831050489,-87.62273249100001,60616
11443,057XX W THOMAS ST,41.900270528,-87.76888078700001,60302
11449,012XX S KOSTNER AVE,41.865035391999996,-87.734934526,60624
11456,013XX E 93RD ST,41.725888209000004,-87.59215377,60619
11457,020XX N CICERO AVE,41.917549461,-87.74613929799999,60639
11458,009XX W SCHUBERT AVE,41.930850502,-87.65219083,60657
11459,016XX W 69TH ST,41.768529968,-87.665684951,60636
11460,064XX N RIDGE BLVD,41.999011944,-87.67731616799999,60626
11461,043XX N DAYTON ST,41.961063743000004,-87.65117424,60640
11463,037XX W DIVISION ST,41.902720203,-87.72051736799999,60651
11465,052XX W GRAND AVE,41.91703367,-87.756450196,60639
11475,054XX S JUSTINE ST,41.794952392,-87.663393825,60609
11477,054XX W ARMSTRONG AVE,41.98443411,-87.76409209200001,60630
11478,011XX W BELMONT AVE,41.939849023,-87.658269939,60657
11483,040XX N RAVENSWOOD AVE,41.954683947,-87.67380047700001,60657
11486,056XX N RIDGE AVE,41.984832196,-87.66203947,60660
11493,031XX W GRAND AVE,41.897524786,-87.704673571,60622
11499,027XX W 79TH ST,41.749882891999995,-87.691776359,60652
11505,049XX S WOLCOTT AVE,41.804232134,-87.672147455,60609
11507,002XX E PEARSON ST,41.897654247,-87.61932425100001,60611
11509,033XX W GRAND AVE,41.899617118,-87.709931454,60622
11511,016XX N NEW ENGLAND AVE,41.90969014,-87.797229308,60707
11513,090XX S THROOP ST,41.729756954,-87.65559428,60620
11522,009XX W DIVERSEY PKWY,41.93267272,-87.65173778,60657
11524,070XX S DAMEN AVE,41.765356327,-87.673547448,60636
11527,003XX N HAMLIN AVE,41.88725327,-87.720959008,60624
11530,019XX S INDIANA AVE,41.856294972,-87.62229526,60605
11533,022XX N KEDVALE AVE,41.921460511999996,-87.730354676,60639
11538,018XX S MICHIGAN AVE,41.857561923,-87.62392574299999,60605
11540,026XX N FAIRFIELD AVE,41.929495874000004,-87.69635209100001,60647
11544,044XX S SAWYER AVE,41.812596485,-87.70536533399999,60632
11545,003XX S WABASH AVE,41.877720706999995,-87.626074914,60604
11550,053XX S WESTERN AVE,41.796687726,-87.68411080799999,60636
11556,007XX W GRAND AVE,41.89120012,-87.646368615,60654
11558,005XX E PERSHING RD,41.823879885,-87.61350385700001,60653
11559,043XX N LARAMIE AVE,41.959109796999996,-87.757335611,60641
11560,020XX S CLARK ST,41.854770868,-87.63014895299999,60616
11561,037XX N LARAMIE AVE,41.948979271,-87.757011425,60641
11565,029XX W ADDISON ST,41.946648722,-87.702084879,60618
11566,051XX W LAKE ST,41.887123664,-87.754163303,60644
11569,051XX W GEORGE ST,41.933246135,-87.755271409,60639
11570,024XX N MARMORA AVE,41.924622615,-87.77331094899999,60639
11572,052XX S MORGAN ST,41.798996235,-87.65013786700001,60609
11575,009XX W HURON ST,41.895028832,-87.65151745600001,60642
11576,021XX W NORTH AVE,41.910421878,-87.680913289,60622
11579,005XX W DELAWARE PL,41.899338285,-87.642046207,60610
11582,017XX N MELVINA AVE,41.911607120999996,-87.78018839200001,60639
11583,014XX W BLACKHAWK ST,41.907038559,-87.664276786,60642
11589,083XX S RHODES AVE,41.743275682,-87.61147710700001,60619
11594,087XX S LAFLIN ST,41.734964951,-87.660610243,60620
11595,067XX S PEORIA ST,41.771444074,-87.646999044,60621
11598,042XX W WASHINGTON BLVD,41.881976294,-87.731379698,60624
11601,026XX N LINCOLN AVE,41.929242595,-87.65407846299999,60614
11602,053XX N LINCOLN AVE,41.978052908,-87.692576858,60625
11603,037XX W SCHUBERT AVE,41.93004002,-87.72173328,60647
11606,057XX S MASON AVE,41.788439474,-87.77068424299999,60638
11607,0000X N HALSTED ST,41.881949766,-87.64736739700001,60661
11612,077XX S HALSTED ST,41.753819454,-87.644126664,60620
11618,023XX N NEWCASTLE AVE,41.922985148,-87.79705556100001,60707
11619,022XX W WARREN BLVD,41.882140533000005,-87.682501034,60612
11620,073XX N DAMEN AVE,42.01556919,-87.680480001,60645
11621,022XX W WINNEMAC AVE,41.973109365999996,-87.685025161,60625
11622,014XX W RANDOLPH ST,41.884351104000004,-87.66366155799999,60661
11623,008XX W 116TH ST,41.683276036,-87.64310080700001,60628
11625,008XX E 101ST ST,41.711091831,-87.603453949,60628
11626,035XX N SACRAMENTO AVE,41.945245297,-87.702878,60618
11627,011XX W 78TH ST,41.752346654,-87.652098695,60620
11628,076XX S WOLCOTT AVE,41.754805333,-87.670833516,60620
11629,062XX S JUSTINE ST,41.779947175,-87.66301840700001,60636
11630,032XX S WENTWORTH AVE,41.83546025,-87.63161535799999,60616
11631,022XX N CLEVELAND AVE,41.923159831,-87.64140697,60614
11632,016XX W 89TH ST,41.732095801,-87.664611575,60620
11633,038XX N BERNARD ST,41.95076423,-87.714028515,60618
11634,011XX W 50TH ST,41.8032982,-87.65319504200001,60609
11635,055XX W IRVING PARK RD,41.953200167,-87.765329611,60641
11636,060XX S LA SALLE ST,41.784422688,-87.62900419200001,60621
11639,051XX W MONTANA ST,41.925076744,-87.754760887,60639
11642,065XX S ALBANY AVE,41.774641464,-87.700588543,60629
11643,050XX S TALMAN AVE,41.802120926,-87.69036796700001,60632
11645,002XX N LAVERGNE AVE,41.884807341999995,-87.75033191,60644
11647,020XX W ADDISON ST,41.946844307,-87.68014138,60618
11648,017XX N SHEFFIELD AVE,41.912843273,-87.65317957200001,60614
11651,024XX N MANGO AVE,41.924901179,-87.76967059299999,60639
11653,070XX S GREEN ST,41.766545786,-87.64566932,60621
11656,101XX S CHARLES ST,41.709776078000004,-87.659884085,60643
11657,033XX W HIRSCH ST,41.906438060999996,-87.71021041799999,60647
11658,008XX N FAIRFIELD AVE,41.896351736999996,-87.695487823,60622
11659,002XX N PINE AVE,41.884856209,-87.763346345,60644
11660,002XX N ALBANY AVE,41.885771885,-87.703797252,60612
11663,019XX W ADDISON ST,41.946888132,-87.676759084,60657
11667,017XX N LECLAIRE AVE,41.912673714,-87.752764058,60639
11670,072XX S YATES BLVD,41.763945095,-87.56647564100001,60649
11671,004XX W ROSLYN PL,41.927771163,-87.640214271,60614
11673,083XX S MACKINAW AVE,41.743791311,-87.543036785,60617
11674,098XX S CALUMET AVE,41.715801006,-87.61520194399999,60619
11676,032XX N MONTICELLO AVE,41.93999057,-87.718649999,60618
11678,061XX N DRAKE AVE,41.992797835,-87.71771544299999,60659
11679,054XX W AUGUSTA BLVD,41.898531018,-87.761737129,60651
11682,012XX W 31ST PL,41.836994298,-87.656772214,60608
11683,018XX N HERMITAGE AVE,41.914753057,-87.671459868,60614
11684,063XX S KIMBARK AVE,41.779826947,-87.59463471,60637
11685,029XX W DIVERSEY AVE,41.932066828,-87.70174724399999,60647
11686,027XX N MARSHFIELD AVE,41.93142983,-87.66957859700001,60657
11688,016XX W GREGORY ST,41.982544045,-87.671103961,60660
11689,061XX S ARTESIAN AVE,41.782062584,-87.68493666,60636
11693,017XX N LEAVITT ST,41.913888208,-87.682428428,60647
11694,031XX E CHELTENHAM PL,41.753629276999995,-87.549395585,60649
11696,028XX N BURLING ST,41.933211137,-87.64768205,60657
11697,033XX W 30TH ST,41.838998321,-87.70823389799999,60623
11699,056XX N CUMBERLAND AVE,41.981579153,-87.83658001399999,60656
11703,046XX S LAWLER AVE,41.808687153,-87.749302303,60402
11704,007XX S CLAREMONT AVE,41.872494771999996,-87.684974459,60612
11706,073XX S WINCHESTER AVE,41.760590004,-87.672207139,60636
11709,029XX N HARDING AVE,41.934545939,-87.72585057799999,60641
11712,079XX S BRANDON AVE,41.751210485,-87.546830393,60649
11715,054XX S CARPENTER ST,41.795512242,-87.651271379,60609
11724,004XX E ONTARIO ST,41.893458795,-87.61631884100001,60602
11725,049XX N LOCKWOOD AVE,41.97094844,-87.760100945,60630
11726,052XX W JACKSON BLVD,41.876650547,-87.755587101,60644
11727,026XX E 93RD ST,41.726324374,-87.55883826700001,60617
11733,064XX W IRVING PARK RD,41.952901741999995,-87.787536961,60634
11736,009XX W MADISON ST,41.881732151,-87.649991662,60661
11739,050XX S BLACKSTONE AVE,41.803667488,-87.590528166,60615
11741,011XX W FULTON MARKET,41.886685701,-87.65604618799999,60661
11743,018XX S WASHTENAW AVE,41.856700786,-87.693147265,60608
11748,106XX S CALHOUN AVE,41.701987147,-87.56200866299999,60617
11749,086XX S TRIPP AVE,41.736026143000004,-87.72754179799999,60456
11750,047XX S KEDVALE AVE,41.807255618,-87.727241685,60632
11751,043XX N HAMLIN AVE,41.960051518,-87.72290234399999,60625
11753,062XX S NEW ENGLAND AVE,41.778661501,-87.79413875700001,60638
11756,016XX N MONTICELLO AVE,41.910864251,-87.71779429899999,60647
11759,018XX N SAWYER AVE,41.91417061,-87.708566391,60647
11763,020XX N MOHAWK ST,41.919467162,-87.642494052,60614
11765,003XX E GARFIELD BLVD,41.794430759,-87.61872917299999,60637
11771,036XX N CENTRAL AVE,41.946333032,-87.766772709,60641
11772,0000X W 113TH PL,41.688032907,-87.623876555,60628
11773,053XX N OSCEOLA AVE,41.976837868000004,-87.813193881,60656
11774,046XX N ELSTON AVE,41.966059402,-87.73715598700001,60630
11778,061XX N MAPLEWOOD AVE,41.99272792,-87.693389793,60659
11780,021XX E 75TH ST,41.75892228,-87.57213948,60649
11784,021XX N DOMINICK ST,41.921060646,-87.666004286,60614
11785,065XX N DAMEN AVE,42.000941293000004,-87.680235897,60645
11786,012XX S THROOP ST,41.865850099999996,-87.65909302600001,60607
11787,005XX W 66TH ST,41.774388715,-87.637421253,60621
11792,008XX W 47TH ST,41.808856479,-87.64646412799999,60609
11793,042XX S ARCHER AVE,41.816555719,-87.70022749700001,60632
11794,036XX W 16TH ST,41.858954299000004,-87.716809329,60623
11796,031XX S KEDVALE AVE,41.836123843,-87.72798586,60623
11797,048XX S ADA ST,41.80638857,-87.658832894,60609
11798,007XX W GORDON TER,41.957873975,-87.648241284,60613
11799,072XX S WHIPPLE ST,41.761992868,-87.699074412,60652
11802,046XX N PULASKI RD,41.96593721,-87.727964573,60625
11803,031XX S ARCHER AVE,41.837262118000005,-87.666435224,60608
11812,019XX W 71ST ST,41.76482683,-87.671665135,60636
11816,016XX N KEYSTONE AVE,41.91052932,-87.727573601,60651
11821,036XX W ARTHINGTON ST,41.869934352,-87.71584102700001,60624
11822,040XX S PULASKI RD,41.819958109,-87.723981548,60623
11823,008XX S MILLER ST,41.87128187,-87.652269215,60607
11825,004XX S WESTERN AVE,41.875229772,-87.68625398200001,60612
11828,061XX W IRVING PARK RD,41.95300882,-87.77952543,60641
11834,015XX S SPRINGFIELD AVE,41.860206224,-87.722560704,60624
11839,039XX W LAWRENCE AVE,41.968249403,-87.72722196,60625
11842,054XX N CUMBERLAND AVE,41.97852489,-87.83658904100001,60656
11844,021XX W FLETCHER ST,41.938624788,-87.68148594700001,60657
11845,012XX W 74TH PL,41.7586625,-87.65555045299999,60620
11846,042XX S HALSTED ST,41.817219531999996,-87.645754796,60609
11848,003XX S CAMPBELL AVE,41.877134616999996,-87.688753705,60612
11850,029XX N HOYNE AVE,41.935058049,-87.680651235,60657
11853,013XX E 52ND ST,41.800951166,-87.59401071299999,60615
11854,016XX N TROY ST,41.911048416999996,-87.70568346200001,60647
11856,067XX S CARPENTER ST,41.77172654,-87.650650935,60621
11858,023XX W 52ND ST,41.798845293,-87.682269977,60609
11859,011XX W BALMORAL AVE,41.979986806999996,-87.658909048,60660
11872,056XX N VIRGINIA AVE,41.98394378,-87.70532110299999,60659
11873,043XX W CERMAK RD,41.851403737,-87.73423207299999,60623
11875,112XX S WENTWORTH AVE,41.690486111,-87.627851381,60628
11877,118XX S MORGAN ST,41.678627374,-87.646807434,60628
11878,003XX E 84TH ST,41.741949408,-87.61705422200001,60619
11879,007XX N PULASKI RD,41.894272651,-87.72605239399999,60651
11880,002XX S FRANCISCO AVE,41.878089774,-87.69863641399999,60612
11881,007XX S TRIPP AVE,41.872026246,-87.731495094,60624
11884,080XX S ASHLAND AVE,41.747851897,-87.66337071,60620
11885,050XX N KIMBALL AVE,41.972374629,-87.71347353899999,60625
11887,045XX N KEDZIE AVE,41.963847943000005,-87.708331321,60625
11892,032XX N LECLAIRE AVE,41.939898633,-87.754281422,60641
11893,031XX N HALSTED ST,41.939532211999996,-87.64925361,60657
11899,027XX N CLARK ST,41.932191945999996,-87.64474923,60614
11903,003XX E 119TH ST,41.678124701,-87.61617371,60628
11905,010XX E 95TH ST,41.722133485,-87.59934358,60619
11906,033XX W 87TH ST,41.735129523000005,-87.70569917600001,60652
11909,001XX N CLINTON ST,41.883743485,-87.64125219700001,60661
11911,056XX N LINCOLN AVE,41.98342096,-87.69560522200001,60659
11912,012XX E 95TH ST,41.72222091,-87.59286626,60619
11913,031XX W SCHUBERT AVE,41.930205344,-87.706590838,60647
11921,069XX S CLAREMONT AVE,41.767619245,-87.68200662,60636
11922,068XX N FRANCISCO AVE,42.005350621,-87.702207655,60645
11923,098XX S AVENUE M,41.71721703,-87.53769977299999,60617
11926,004XX N LAWLER AVE,41.888395478,-87.75169119200001,60644
11928,064XX S UNIVERSITY AVE,41.778015745,-87.598061446,60637
11929,078XX S RACINE AVE,41.750976055,-87.653751317,60620
11936,026XX S KARLOV AVE,41.843420925,-87.72695921299999,60623
11937,081XX S LA SALLE ST,41.746782102,-87.628140521,60619
11938,052XX N LIEB AVE,41.976145405,-87.764401278,60630
11939,021XX W 69TH PL,41.767499356,-87.67685391200001,60636
11940,005XX W MARQUETTE RD,41.772580574,-87.637932035,60621
11943,048XX S TRIPP AVE,41.805193518,-87.72963052799999,60632
11948,026XX N SHEFFIELD AVE,41.928782229,-87.653726884,60614
11953,031XX S KOSTNER AVE,41.835947057,-87.734045986,60623
11956,037XX W DICKENS AVE,41.919069101999995,-87.720283809,60647
11959,016XX W WASHINGTON BLVD,41.88326917,-87.668736919,60612
11960,108XX S DOTY AVE W,41.697521825,-87.59582267799999,60628
11963,014XX S STATE ST,41.863642218,-87.627331436,60605
11964,065XX S KENWOOD AVE,41.775996182,-87.59297025,60637
11965,009XX W 36TH ST,41.82863944,-87.64867799700001,60609
11966,021XX N DAMEN AVE,41.920958076,-87.677734144,60647
11969,0000X E 120TH PL,41.675301988,-87.621666393,60628
11972,083XX S LOOMIS BLVD,41.742688122,-87.658386049,60620
11973,104XX S VERNON AVE,41.704510233,-87.61247118,60628
11975,030XX E 79TH PL,41.751038085,-87.550116081,60649
11976,043XX N TRIPP AVE,41.959954391,-87.734157579,60641
11981,018XX S BLUE ISLAND AVE,41.857190995,-87.66173517899999,60608
11982,098XX S MERRILL AVE,41.716226648,-87.570940326,60617
11984,014XX S KEDVALE AVE,41.86175359,-87.728709664,60624
11985,067XX N SACRAMENTO AVE,42.003555362,-87.70460583100001,60645
11988,015XX W DIVERSEY PKWY,41.932430351,-87.666543624,60657
11990,080XX S BISHOP ST,41.747836111,-87.65973198399999,60620
11993,033XX N CICERO AVE,41.941173059,-87.746929719,60641
11996,001XX E CERMAK RD,41.852884307,-87.622810205,60616
12000,035XX E 114TH ST,41.688218178,-87.537357913,60633
12003,002XX W Van Buren St,41.87683815,-87.634320718,60603
12005,0000X S CLINTON ST,41.88154768,-87.64118408799999,60661
12010,014XX E 47TH DR,41.809693341,-87.592138525,60615
